token,isin,return_option,schemeName,schemePlan,schemeCode,NAV,ChangeInNAV,ChangeInNAVPer,min_investment,div_frequency,NavDate
35159,INF666M01DO9,Dividend - Payout,Groww ELSS Tax Saver Fund (IDCW),Regular,INTSRD-DP,18.07,-0.35,-1.90,500.00,,11th February 2025
35160,INF666M01DK7,Growth,Groww ELSS Tax Saver Fund - Direct (G),Direct,INTSG1-GR,20.35,-0.40,-1.93,500.00,,11th February 2025
35161,INF666M01DL5,Dividend - Payout,Groww ELSS Tax Saver Fund - Direct (IDCW),Direct,INTSD1-DP,20.33,-0.39,-1.88,500.00,,11th February 2025
35192,INF740KA1CO4,Growth,DSP Nifty 50 Equal Weight Index Fund (G),Regular,DS573-GR,22.9657,-0.38,-1.65,100.00,,11th February 2025
35193,INF740KA1CP1,Dividend - Payout,DSP Nifty 50 Equal Weight Index Fund (IDCW),Regular,DS574-DP,19.8032,-0.33,-1.62,100.00,,11th February 2025
35193,INF740KA1CQ9,Dividend - Reinvest,DSP Nifty 50 Equal Weight Index Fund (IDCW),Regular,DS575-DR,19.8032,-0.33,-1.62,100.00,,11th February 2025
35194,INF740KA1CR7,Growth,DSP Nifty 50 Equal Weight Index Fund - Dir (G),Direct,DS842-GR,23.7967,-0.39,-1.63,100.00,,11th February 2025
35195,INF740KA1CS5,Dividend - Payout,DSP Nifty 50 Equal Weight Index Fund - Dir (IDCW),Direct,DS843-DP,20.5182,-0.34,-1.64,100.00,,11th February 2025
35195,INF740KA1CT3,Dividend - Reinvest,DSP Nifty 50 Equal Weight Index Fund - Dir (IDCW),Direct,DS844-DR,20.5182,-0.34,-1.64,100.00,,11th February 2025
35212,INF846K01B51,Growth,AXIS Flexi Cap Fund (G),Regular,AXMLGP-GR,23.9,-0.47,-1.93,100.00,,11th February 2025
35213,INF846K01B36,Dividend - Payout,AXIS Flexi Cap Fund (IDCW),Regular,AXMLDP-DP,16.69,-0.33,-1.94,100.00,,11th February 2025
35213,INF846K01B44,Dividend - Reinvest,AXIS Flexi Cap Fund (IDCW),Regular,AXMLDP-DR,16.69,-0.33,-1.94,100.00,,11th February 2025
35214,INF846K01B28,Growth,AXIS Flexi Cap Fund - Direct (G),Direct,AXMLDG-GR,26.27,-0.52,-1.94,100.00,,11th February 2025
35215,INF846K01B02,Dividend - Payout,AXIS Flexi Cap Fund - Direct (IDCW),Direct,AXMLD1-DP,18.16,-0.36,-1.94,100.00,,11th February 2025
35215,INF846K01B10,Dividend - Reinvest,AXIS Flexi Cap Fund - Direct (IDCW),Direct,AXMLD1-DR,18.16,-0.36,-1.94,100.00,,11th February 2025
35238,INF397L01KE9,Growth,LIC MF Focused Fund - Regular (G),Regular,LCFEGP-GR,19.4531,-0.66,-3.27,5000.00,,11th February 2025
35239,INF397L01KB5,Dividend - Payout,LIC MF Focused Fund - Regular (IDCW),Regular,LCFEDP-DP,19.4529,-0.66,-3.27,5000.00,,11th February 2025
35239,INF397L01KC3,Dividend - Reinvest,LIC MF Focused Fund - Regular (IDCW),Regular,LCFEDP-DR,19.4529,-0.66,-3.27,5000.00,,11th February 2025
35240,INF397L01KA7,Growth,LIC MF Focused Fund - Direct (G),Direct,LCFEG1-GR,21.2858,-0.72,-3.29,5000.00,,11th February 2025
35241,INF397L01JX1,Dividend - Payout,LIC MF Focused Fund - Direct (IDCW),Direct,LCFED1-DP,21.2722,-0.72,-3.26,5000.00,,11th February 2025
35241,INF397L01JY9,Dividend - Reinvest,LIC MF Focused Fund - Direct (IDCW),Direct,LCFED1-DR,21.2722,-0.72,-3.26,5000.00,,11th February 2025
35242,INF754K01IP3,Dividend - Payout,Edelweiss Equity Savings Fund (IDCW-M),Regular,EDEIMR-DP,14.0908,-0.08,-0.56,100.00,MONTHLY,11th February 2025
35242,INF754K01IQ1,Dividend - Reinvest,Edelweiss Equity Savings Fund (IDCW-M),Regular,EDEIMR-DR,14.0908,-0.08,-0.56,100.00,MONTHLY,11th February 2025
35243,INF754K01IN8,Dividend - Payout,Edelweiss Equity Savings Fund-Dir(IDCW-M),Direct,EDEIMD-DP,15.8343,-0.09,-0.54,100.00,MONTHLY,11th February 2025
35243,INF754K01IO6,Dividend - Reinvest,Edelweiss Equity Savings Fund-Dir(IDCW-M),Direct,EDEIMD-DR,15.8343,-0.09,-0.54,100.00,MONTHLY,11th February 2025
35248,INF109KB15Y7,Growth,Bharat 22 ETF,Regular,ICB22-GR,97.4491,-2.24,-2.25,5000.00,,11th February 2025
35269,INF179KC1AX7,Growth,HDFC Housing Opportunities Fund (G),Regular,HDHO1GR-GR,19.962,-0.41,-2.00,100.00,,11th February 2025
35270,INF179KC1AY5,Dividend - Payout,HDFC Housing Opportunities Fund (IDCW),Regular,HDHO1DR-DP,15.583,-0.32,-1.99,100.00,,11th February 2025
35270,INF179KC1AZ2,Dividend - Reinvest,HDFC Housing Opportunities Fund (IDCW),Regular,HDHODRR-DR,15.583,-0.32,-1.99,100.00,,11th February 2025
35271,INF179KC1AU3,Growth,HDFC Housing Opportunities Fund - Dir (G),Direct,HDHO1GT-GR,21.482,-0.44,-2.00,100.00,,11th February 2025
35272,INF179KC1AV1,Dividend - Payout,HDFC Housing Opportunities Fund - Dir (IDCW),Direct,HDHO1DT-DP,17.024,-0.35,-1.99,100.00,,11th February 2025
35272,INF179KC1AW9,Dividend - Reinvest,HDFC Housing Opportunities Fund - Dir (IDCW),Direct,HDHODTR-DR,17.024,-0.35,-1.99,100.00,,11th February 2025
35285,INF789F01XF9,Dividend - Payout,UTI-Low Duration Fund - Direct (IDCW-A),Direct,UTBFD1-DP,1291.1991,0.31,0.02,20000.00,ANNUAL,11th February 2025
35285,INF789F01XG7,Dividend - Reinvest,UTI-Low Duration Fund - Direct (IDCW-A),Direct,UTBFD1-DR,1291.1991,0.31,0.02,20000.00,ANNUAL,11th February 2025
35348,INF582M01DI0,Growth,Union Balanced Advantage Fund (G),Regular,UNPFG-GR,18.83,-0.18,-0.95,1000.00,,11th February 2025
35349,INF582M01DJ8,Dividend - Reinvest,Union Balanced Advantage Fund (IDCW),Regular,UNPFR-DR,18.83,-0.18,-0.95,1000.00,,11th February 2025
35349,INF582M01DK6,Dividend - Payout,Union Balanced Advantage Fund (IDCW),Regular,UNPFP-DP,18.83,-0.18,-0.95,1000.00,,11th February 2025
35350,INF582M01DE9,Growth,Union Balanced Advantage Fund - Direct (G),Direct,UNPFGD-GR,20.2,-0.19,-0.93,1000.00,,11th February 2025
35351,INF582M01DF6,Dividend - Reinvest,Union Balanced Advantage Fund - Direct (IDCW),Direct,UNPFRD-DR,20.2,-0.19,-0.93,1000.00,,11th February 2025
35351,INF582M01DG4,Dividend - Payout,Union Balanced Advantage Fund - Direct (IDCW),Direct,UNPFPD-DP,20.2,-0.19,-0.93,1000.00,,11th February 2025
35420,INF174V01473,Growth,Mahindra Manulife Mid Cap Fund (G),Regular,MHEBYRG-GR,29.464,-0.83,-2.73,1000.00,,11th February 2025
35421,INF174V01481,Dividend - Reinvest,Mahindra Manulife Mid Cap Fund (IDCW),Regular,MHEBYRD-DR,24.0107,-0.67,-2.71,1000.00,,11th February 2025
35421,INF174V01499,Dividend - Payout,Mahindra Manulife Mid Cap Fund (IDCW),Regular,MHEBYRP-DP,24.0107,-0.67,-2.71,1000.00,,11th February 2025
35422,INF174V01507,Growth,Mahindra Manulife Mid Cap Fund - Direct (G),Direct,MHEBYDG-GR,33.1418,-0.93,-2.72,1000.00,,11th February 2025
35423,INF174V01515,Dividend - Reinvest,Mahindra Manulife Mid Cap Fund - Direct (IDCW),Direct,MHEBYDD-DR,27.5041,-0.77,-2.71,1000.00,,11th February 2025
35423,INF174V01523,Dividend - Payout,Mahindra Manulife Mid Cap Fund - Direct (IDCW),Direct,MHEBYDP-DP,27.5041,-0.77,-2.71,1000.00,,11th February 2025
35456,INF903JA1BR5,Growth,Sundaram LT Tax Advantage Fund-Sr.III (G),Regular,SULT3RG-GR,25.0553,-0.88,-3.41,500.00,,11th February 2025
35457,INF903JA1BS3,Dividend - Payout,Sundaram LT Tax Advantage Fund-Sr.III (IDCW),Regular,SULT3RD-DP,23.8185,-0.84,-3.41,500.00,,11th February 2025
35604,INF740KA1DI4,Growth,DSP Arbitrage Fund - Regular (G),Regular,DS576-GR,14.578,0.00,-0.01,100.00,,11th February 2025
35605,INF740KA1DL8,Dividend - Payout,DSP Arbitrage Fund - Regular (IDCW-M),Regular,DS579-DP,11.676,0.00,-0.03,100.00,MONTHLY,11th February 2025
35605,INF740KA1DM6,Dividend - Reinvest,DSP Arbitrage Fund - Regular (IDCW-M),Regular,DS580-DR,11.676,0.00,-0.03,100.00,MONTHLY,11th February 2025
35606,INF740KA1DJ2,Dividend - Payout,DSP Arbitrage Fund - Regular (IDCW),Regular,DS577-DP,12.185,0.01,0.04,100.00,,11th February 2025
35606,INF740KA1DK0,Dividend - Reinvest,DSP Arbitrage Fund - Regular (IDCW),Regular,DS578-DR,12.185,0.01,0.04,100.00,,11th February 2025
35607,INF740KA1DN4,Growth,DSP Arbitrage Fund - Direct (G),Direct,DS845-GR,15.225,0.01,0.03,100.00,,11th February 2025
35608,INF740KA1DQ7,Dividend - Payout,DSP Arbitrage Fund - Direct (IDCW-M),Direct,DS848-DP,12.838,0.00,-0.02,100.00,MONTHLY,11th February 2025
35608,INF740KA1DR5,Dividend - Reinvest,DSP Arbitrage Fund - Direct (IDCW-M),Direct,DS849-DR,12.838,0.00,-0.02,100.00,MONTHLY,11th February 2025
35609,INF740KA1DO2,Dividend - Payout,DSP Arbitrage Fund - Direct (IDCW),Direct,DS846-DP,12.651,0.00,0.01,100.00,,11th February 2025
35609,INF740KA1DP9,Dividend - Reinvest,DSP Arbitrage Fund - Direct (IDCW),Direct,DS847-DR,12.651,0.00,0.01,100.00,,11th February 2025
35739,INF754K01MH2,Growth,Edelweiss Recently Listed IPO Fund (G),Regular,EDMORG-GR,24.2579,-0.79,-3.16,100.00,,11th February 2025
35740,INF754K01MI0,Dividend - Payout,Edelweiss Recently Listed IPO Fund (IDCW),Regular,EDMORD-DP,24.2566,-0.79,-3.17,100.00,,11th February 2025
35740,INF754K01MJ8,Dividend - Reinvest,Edelweiss Recently Listed IPO Fund (IDCW),Regular,EDMORD-DR,24.2566,-0.79,-3.17,100.00,,11th February 2025
35741,INF754K01ML4,Growth,Edelweiss Recently Listed IPO Fund - Dir (G),Direct,EDMODG-GR,25.828,-0.84,-3.16,100.00,,11th February 2025
35742,INF754K01MM2,Dividend - Payout,Edelweiss Recently Listed IPO Fund - Dir (IDCW),Direct,EDMODD-DP,25.8281,-0.84,-3.16,100.00,,11th February 2025
35742,INF754K01MN0,Dividend - Reinvest,Edelweiss Recently Listed IPO Fund - Dir (IDCW),Direct,EDMODD-DR,25.8281,-0.84,-3.16,100.00,,11th February 2025
35865,INF769K01DU2,Growth,Mirae Asset Short Duration Fund - Regular (G),Regular,MASTRG-GR,15.1973,0.01,0.05,5000.00,,11th February 2025
35866,INF769K01DV0,Dividend - Payout,Mirae Asset Short Duration Fund - Regular (IDCW),Regular,MASTRD-DP,15.2006,0.00,0.00,5000.00,,11th February 2025
35866,INF769K01DW8,Dividend - Reinvest,Mirae Asset Short Duration Fund - Regular (IDCW),Regular,MASTRD-DR,15.2006,0.00,0.00,5000.00,,11th February 2025
35867,INF769K01DX6,Growth,Mirae Asset Short Duration Fund - Direct (G),Direct,MASTD1-GR,16.0674,0.01,0.05,5000.00,,11th February 2025
35868,INF769K01DY4,Dividend - Payout,Mirae Asset Short Duration Fund - Direct (IDCW),Direct,MASTD2-DP,16.0326,0.00,0.02,5000.00,,11th February 2025
35868,INF769K01DZ1,Dividend - Reinvest,Mirae Asset Short Duration Fund - Direct (IDCW),Direct,MASTD2-DR,16.0326,0.00,0.02,5000.00,,11th February 2025
35869,INF740KA1EU7,Dividend - Reinvest,DSP NIFTY 1D Rate Liquid ETF,Regular,DS581-DR,1000.0,0.00,0.00,500.00,,11th February 2025
36394,INF959L01CR5,Dividend - Payout,Navi Large & Midcap Fund - Direct (IDCW-A),Direct,ESMCDA-DP,37.7771,-1.05,-2.71,100.00,ANNUAL,11th February 2025
36394,INF959L01CS3,Dividend - Reinvest,Navi Large & Midcap Fund - Direct (IDCW-A),Direct,ESMCDA-DR,37.7771,-1.05,-2.71,100.00,ANNUAL,11th February 2025
36395,INF903JA1CX1,Growth,Sundaram LT Tax Advantage Fund-Sr.IV (G),Regular,SULT4RG-GR,29.1276,-0.98,-3.26,500.00,,11th February 2025
36396,INF903JA1CY9,Dividend - Payout,Sundaram LT Tax Advantage Fund-Sr.IV (IDCW),Regular,SULT4RD-DP,26.7292,-0.90,-3.26,500.00,,11th February 2025
36491,INF959L01CV7,Dividend - Payout,Navi Large & Midcap Fund (IDCW-A),Regular,ESMCAD-DP,33.2682,-0.93,-2.72,100.00,ANNUAL,11th February 2025
36491,INF959L01CW5,Dividend - Reinvest,Navi Large & Midcap Fund (IDCW-A),Regular,ESMCAD-DR,33.2682,-0.93,-2.72,100.00,ANNUAL,11th February 2025
36492,INF959L01DI2,Growth,Navi Aggressive Hybrid Fund - Regular (G),Regular,ESEHGPG-GR,19.138,-0.47,-2.41,100.00,,11th February 2025
36493,INF959L01DL6,Dividend - Payout,Navi Aggressive Hybrid Fund - Regular (IDCW-M),Regular,ESEHMDD-DP,19.1373,-0.47,-2.41,100.00,MONTHLY,11th February 2025
36493,INF959L01DM4,Dividend - Reinvest,Navi Aggressive Hybrid Fund - Regular (IDCW-M),Regular,ESEHMDR-DR,19.1373,-0.47,-2.41,100.00,MONTHLY,11th February 2025
36494,INF959L01DN2,Dividend - Payout,Navi Aggressive Hybrid Fund - Regular (IDCW-Q),Regular,ESEHQDD-DP,19.1379,-0.47,-2.41,100.00,QUARTERLY,11th February 2025
36494,INF959L01DO0,Dividend - Reinvest,Navi Aggressive Hybrid Fund - Regular (IDCW-Q),Regular,ESEHQDR-DR,19.1379,-0.47,-2.41,100.00,QUARTERLY,11th February 2025
36495,INF959L01DP7,Dividend - Payout,Navi Aggressive Hybrid Fund - Regular (IDCW-H),Regular,ESEHHDD-DP,19.1498,-0.47,-2.40,100.00,HALF YEARLY,11th February 2025
36495,INF959L01DQ5,Dividend - Reinvest,Navi Aggressive Hybrid Fund - Regular (IDCW-H),Regular,ESEHHDR-DR,19.1498,-0.47,-2.40,100.00,HALF YEARLY,11th February 2025
36496,INF959L01DR3,Dividend - Payout,Navi Aggressive Hybrid Fund - Regular (IDCW-A),Regular,ESEHADD-DP,19.1355,-0.47,-2.42,100.00,ANNUAL,11th February 2025
36496,INF959L01DS1,Dividend - Reinvest,Navi Aggressive Hybrid Fund - Regular (IDCW-A),Regular,ESEHADR-DR,19.1355,-0.47,-2.42,100.00,ANNUAL,11th February 2025
36497,INF959L01DJ0,Dividend - Payout,Navi Aggressive Hybrid Fund - Regular (IDCW),Regular,ESEHDPD-DP,19.1389,-0.47,-2.40,100.00,,11th February 2025
36497,INF959L01DK8,Dividend - Reinvest,Navi Aggressive Hybrid Fund - Regular (IDCW),Regular,ESEHDPR-DR,19.1389,-0.47,-2.40,100.00,,11th February 2025
36498,INF959L01CX3,Growth,Navi Aggressive Hybrid Fund - Direct (G),Direct,ESEHGDG-GR,21.6243,-0.54,-2.42,100.00,,11th February 2025
36499,INF959L01DA9,Dividend - Payout,Navi Aggressive Hybrid Fund - Direct (IDCW-M),Direct,ESEHDMD-DP,21.5306,-0.53,-2.40,100.00,MONTHLY,11th February 2025
36499,INF959L01DB7,Dividend - Reinvest,Navi Aggressive Hybrid Fund - Direct (IDCW-M),Direct,ESEHDMR-DR,21.5306,-0.53,-2.40,100.00,MONTHLY,11th February 2025
36500,INF959L01DC5,Dividend - Payout,Navi Aggressive Hybrid Fund - Direct (IDCW-Q),Direct,ESEHDQD-DP,21.5316,-0.53,-2.40,100.00,QUARTERLY,11th February 2025
36500,INF959L01DD3,Dividend - Reinvest,Navi Aggressive Hybrid Fund - Direct (IDCW-Q),Direct,ESEHDQR-DR,21.5316,-0.53,-2.40,100.00,QUARTERLY,11th February 2025
36501,INF959L01DE1,Dividend - Payout,Navi Aggressive Hybrid Fund - Direct (IDCW-H),Direct,ESEHDHD-DP,21.5327,-0.53,-2.39,100.00,HALF YEARLY,11th February 2025
36501,INF959L01DF8,Dividend - Reinvest,Navi Aggressive Hybrid Fund - Direct (IDCW-H),Direct,ESEHDHR-DR,21.5327,-0.53,-2.39,100.00,HALF YEARLY,11th February 2025
36502,INF959L01DG6,Dividend - Payout,Navi Aggressive Hybrid Fund - Direct (IDCW-A),Direct,ESEHDAD-DP,21.5357,-0.53,-2.42,100.00,ANNUAL,11th February 2025
36502,INF959L01DH4,Dividend - Reinvest,Navi Aggressive Hybrid Fund - Direct (IDCW-A),Direct,ESEHDAR-DR,21.5357,-0.53,-2.42,100.00,ANNUAL,11th February 2025
36503,INF959L01CY1,Dividend - Payout,Navi Aggressive Hybrid Fund - Direct (IDCW),Direct,ESEHPDD-DP,21.5321,-0.53,-2.39,100.00,,11th February 2025
36503,INF959L01CZ8,Dividend - Reinvest,Navi Aggressive Hybrid Fund - Direct (IDCW),Direct,ESEHPDR-DR,21.5321,-0.53,-2.39,100.00,,11th February 2025
36516,INF959L01CT1,Dividend - Payout,Navi Large & Midcap Fund (IDCW-H),Regular,ESMCHD-DP,32.3545,-0.91,-2.72,100.00,HALF YEARLY,11th February 2025
36516,INF959L01CU9,Dividend - Reinvest,Navi Large & Midcap Fund (IDCW-H),Regular,ESMCHD-DR,32.3545,-0.91,-2.72,100.00,HALF YEARLY,11th February 2025
36517,INF959L01CP9,Dividend - Payout,Navi Large & Midcap Fund - Direct (IDCW-H),Direct,ESMCDH-DP,37.8103,-1.06,-2.73,100.00,HALF YEARLY,11th February 2025
36517,INF959L01CQ7,Dividend - Reinvest,Navi Large & Midcap Fund - Direct (IDCW-H),Direct,ESMCDH-DR,37.8103,-1.06,-2.73,100.00,HALF YEARLY,11th February 2025
36553,INF879O01035,Growth,Parag Parikh Liquid Fund - Regular (G),Regular,PPLFG-GR,1413.2029,0.27,0.02,5000.00,,11th February 2025
36556,INF879O01043,Dividend - Payout,Parag Parikh Liquid Fund - Regular (IDCW-M),Regular,PPLFMDP-DP,1005.8975,0.20,0.02,5000.00,MONTHLY,11th February 2025
36556,INF879O01050,Dividend - Reinvest,Parag Parikh Liquid Fund - Regular (IDCW-M),Regular,PPLFMD-DR,1005.8975,0.20,0.02,5000.00,MONTHLY,11th February 2025
36558,INF879O01068,Growth,Parag Parikh Liquid Fund - Direct (G),Direct,PPLFGZ-GR,1422.9017,0.28,0.02,5000.00,,11th February 2025
36561,INF879O01076,Dividend - Payout,Parag Parikh Liquid Fund - Direct (IDCW-M),Direct,PPLFMPZ-DP,1005.9392,0.20,0.02,5000.00,MONTHLY,11th February 2025
36561,INF879O01084,Dividend - Reinvest,Parag Parikh Liquid Fund - Direct (IDCW-M),Direct,PPLFMDZ-DR,1005.9392,0.20,0.02,5000.00,MONTHLY,11th February 2025
36563,INF174K01Z14,Dividend - Payout,Kotak Bond - Short Term Fund - Direct (IDCW-Standa,Direct,KO20NDPD-DP,15.6357,0.01,0.04,100.00,,11th February 2025
36563,INF174K01Z22,Dividend - Reinvest,Kotak Bond - Short Term Fund - Direct (IDCW-Standa,Direct,KO20NDD-DR,15.6357,0.01,0.04,100.00,,11th February 2025
36568,INF582M01DY7,Growth,Union Corporate Bond Fund - Regular (G),Regular,UNCBG-GR,14.7182,0.01,0.06,1000.00,,11th February 2025
36569,INF582M01DZ4,Dividend - Reinvest,Union Corporate Bond Fund - Regular (IDCW),Regular,UNCBR-DR,14.7182,0.01,0.06,1000.00,,11th February 2025
36569,INF582M01EA5,Dividend - Payout,Union Corporate Bond Fund - Regular (IDCW),Regular,UNCBP-DP,14.7182,0.01,0.06,1000.00,,11th February 2025
36570,INF582M01DU5,Growth,Union Corporate Bond Fund - Direct (G),Direct,UNCBGD-GR,15.0373,0.01,0.05,1000.00,,11th February 2025
36571,INF582M01DV3,Dividend - Reinvest,Union Corporate Bond Fund - Direct (IDCW),Direct,UNCBRD-DR,15.0373,0.01,0.05,1000.00,,11th February 2025
36571,INF582M01DW1,Dividend - Payout,Union Corporate Bond Fund - Direct (IDCW),Direct,UNCBPD-DP,15.0373,0.01,0.05,1000.00,,11th February 2025
36661,INF194KA12K7,Dividend - Payout,Bandhan Bond Fund - STP - Regular (IDCW-Q),Regular,ID326-DP,10.7166,0.01,0.06,1000.00,QUARTERLY,11th February 2025
36661,INF194KA13K5,Dividend - Reinvest,Bandhan Bond Fund - STP - Regular (IDCW-Q),Regular,ID326R-DR,10.7166,0.01,0.06,1000.00,QUARTERLY,11th February 2025
36662,INF194KA15K0,Dividend - Payout,Bandhan Bond Fund - STP - Regular (IDCW-A),Regular,ID325-DP,11.24,0.01,0.09,1000.00,ANNUAL,11th February 2025
36662,INF194KA16K8,Dividend - Reinvest,Bandhan Bond Fund - STP - Regular (IDCW-A),Regular,ID325R-DR,11.24,0.01,0.09,1000.00,ANNUAL,11th February 2025
36663,INF194KA18K4,Dividend - Payout,Bandhan Bond Fund - STP - Direct (IDCW-Q),Direct,IDD326-DP,10.6392,0.01,0.09,1000.00,QUARTERLY,11th February 2025
36663,INF194KA19K2,Dividend - Reinvest,Bandhan Bond Fund - STP - Direct (IDCW-Q),Direct,IDD326R-DR,10.6392,0.01,0.09,1000.00,QUARTERLY,11th February 2025
36664,INF194KA11L7,Dividend - Payout,Bandhan Bond Fund - STP - Direct (IDCW-A),Direct,IDD325-DP,11.5005,0.00,0.00,1000.00,ANNUAL,11th February 2025
36664,INF194KA12L5,Dividend - Reinvest,Bandhan Bond Fund - STP - Direct (IDCW-A),Direct,IDD325R-DR,11.5005,0.00,0.00,1000.00,ANNUAL,11th February 2025
36793,INF955L01GX2,Growth,Baroda BNP Paribas Ultra Short Duration Fund-Reg (,Regular,BPUSIG-GR,1497.5283,0.28,0.02,5000.00,,11th February 2025
36794,INF955L01GW4,Dividend - Reinvest,Baroda BNP Paribas Ultra Short Duration Fund-Reg (,Regular,BPUSID-DR,1006.2583,0.00,0.00,5000.00,DAILY,11th February 2025
36795,INF251K01SN4,Dividend - Payout,Baroda BNP Paribas Ultra Short Duration Fund-Reg (,Regular,BPUSIW-DP,1000.3282,-1.15,-0.12,5000.00,WEEKLY,11th February 2025
36795,INF955L01GY0,Dividend - Reinvest,Baroda BNP Paribas Ultra Short Duration Fund-Reg (,Regular,BPUSIW-DR,1000.3282,-1.15,-0.12,5000.00,WEEKLY,11th February 2025
36796,INF955L01HA8,Growth,Baroda BNP Paribas Ultra Short Duration Fund-Dir (,Direct,BPUSD2-GR,1515.946,0.29,0.02,5000.00,,11th February 2025
36797,INF955L01GZ7,Dividend - Reinvest,Baroda BNP Paribas Ultra Short Duration Fund-Dir (,Direct,BPUSD1-DR,1007.0751,0.00,0.00,5000.00,DAILY,11th February 2025
36798,INF251K01SM6,Dividend - Payout,Baroda BNP Paribas Ultra Short Duration Fund-Dir (,Direct,BPUSD5-DP,1000.6274,-1.21,-0.12,5000.00,WEEKLY,11th February 2025
36798,INF955L01HB6,Dividend - Reinvest,Baroda BNP Paribas Ultra Short Duration Fund-Dir (,Direct,BPUSD5-DR,1000.6274,-1.21,-0.12,5000.00,WEEKLY,11th February 2025
36799,INF205K011Q3,Growth,Invesco India Aggressive Hybrid Fund - Regular (G),Regular,RGEBGP-GR,21.1486,-0.32,-1.50,1000.00,,11th February 2025
36800,INF205K010Q5,Dividend - Payout,Invesco India Aggressive Hybrid Fund - Regular (ID,Regular,RGEBDP-DP,21.1498,-0.33,-1.54,1000.00,,11th February 2025
36800,INF205K012Q1,Dividend - Reinvest,Invesco India Aggressive Hybrid Fund - Regular (ID,Regular,RGEBDP-DR,21.1498,-0.33,-1.54,1000.00,,11th February 2025
36801,INF205K014Q7,Growth,Invesco India Aggressive Hybrid Fund - Direct (G),Direct,RGEBD1-GR,23.473,-0.36,-1.50,1000.00,,11th February 2025
36802,INF205K013Q9,Dividend - Payout,Invesco India Aggressive Hybrid Fund - Direct (IDC,Direct,RGEBD2-DP,23.3793,-0.36,-1.52,1000.00,,11th February 2025
36802,INF205K015Q4,Dividend - Reinvest,Invesco India Aggressive Hybrid Fund - Direct (IDC,Direct,RGEBD2-DR,23.3793,-0.36,-1.52,1000.00,,11th February 2025
36907,INF761K01DW5,Growth,Bank of India Arbitrage Fund - Regular (G),Regular,BAAFRG-GR,13.4774,0.00,-0.02,5000.00,,11th February 2025
36908,INF761K01DZ8,Dividend - Payout,Bank of India Arbitrage Fund - Regular (IDCW-Q),Regular,BAAFRQ-DP,12.8938,-0.01,-0.05,5000.00,QUARTERLY,11th February 2025
36908,INF761K01EA9,Dividend - Reinvest,Bank of India Arbitrage Fund - Regular (IDCW-Q),Regular,BAAFRQ-DR,12.8938,-0.01,-0.05,5000.00,QUARTERLY,11th February 2025
36909,INF761K01DX3,Dividend - Payout,Bank of India Arbitrage Fund - Regular (IDCW-M),Regular,BAAFRR-DP,12.2138,-0.01,-0.05,5000.00,MONTHLY,11th February 2025
36909,INF761K01DY1,Dividend - Reinvest,Bank of India Arbitrage Fund - Regular (IDCW-M),Regular,BAAFRR-DR,12.2138,-0.01,-0.05,5000.00,MONTHLY,11th February 2025
36910,INF761K01EB7,Dividend - Payout,Bank of India Arbitrage Fund - Regular (IDCW-A),Regular,BAAFRA-DP,12.4533,0.00,0.03,5000.00,ANNUAL,11th February 2025
36910,INF761K01EC5,Dividend - Reinvest,Bank of India Arbitrage Fund - Regular (IDCW-A),Regular,BAAFRA-DR,12.4533,0.00,0.03,5000.00,ANNUAL,11th February 2025
36911,INF761K01ED3,Growth,Bank of India Arbitrage Fund - Direct (G),Direct,BAAFDG-GR,14.0401,0.00,0.00,5000.00,,11th February 2025
36912,INF761K01EG6,Dividend - Payout,Bank of India Arbitrage Fund - Direct (IDCW-Q),Direct,BAAFDQ-DP,13.3461,0.00,-0.03,5000.00,QUARTERLY,11th February 2025
36912,INF761K01EH4,Dividend - Reinvest,Bank of India Arbitrage Fund - Direct (IDCW-Q),Direct,BAAFDQ-DR,13.3461,0.00,-0.03,5000.00,QUARTERLY,11th February 2025
36913,INF761K01EE1,Dividend - Payout,Bank of India Arbitrage Fund - Direct (IDCW-M),Direct,BAAFDM-DP,12.6602,0.00,0.00,5000.00,MONTHLY,11th February 2025
36913,INF761K01EF8,Dividend - Reinvest,Bank of India Arbitrage Fund - Direct (IDCW-M),Direct,BAAFDM-DR,12.6602,0.00,0.00,5000.00,MONTHLY,11th February 2025
36914,INF761K01EI2,Dividend - Payout,Bank of India Arbitrage Fund - Direct (IDCW-A),Direct,BAAFDA-DP,12.6992,0.00,-0.01,5000.00,ANNUAL,11th February 2025
36914,INF761K01EJ0,Dividend - Reinvest,Bank of India Arbitrage Fund - Direct (IDCW-A),Direct,BAAFDA-DR,12.6992,0.00,-0.01,5000.00,ANNUAL,11th February 2025
